Rank,Partner Id,Partner Name,TOP SE PL State,node_name,state_name,NRV FY-25-26,GM FY-25-26,GM Score,GM Share,PL NRV 25-26,GM%,ABC Mapping,GM% Score,PL%,Total Returns in %,Return Score,Avg Repayment days,Paid within due days,Financing scheme (Y/N),Credit Score,TOTAL SCORE,Cohort
126,1000033697,PRAJAPATI AGRO SALES,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,493264,117536,0.07,56.20%,419410,24%,B,0.79,85%,-16%,0.84,13,100%,0,0.93,0.55,Strategic
127,1000042482,SHRIRAM KRISHI SEWA KENDRA,(blank),Gwalior,Madhya Pradesh,403813,94951,0.05,63.90%,403813,24%,B,0.78,100%,-4%,0.96,15,99%,0,0.91,0.55,Strategic
128,1000039823,WARASI TRADERS KENDRA,rohit.singh1@agrevolution.in,Ballia,Uttar Pradesh,893959,186790,0.11,39.60%,789517,21%,B,0.7,88%,-2%,0.98,20,100%,0,0.89,0.55,Strategic
129,1000043540,Mahakal Agro,(blank),Khargone,Madhya Pradesh,"86,393",20928,0.01,93.10%,86393,24%,B,0.81,100%,0%,1,12,100%,0,0.93,0.55,Strategic
130,1000036401,RENUKAMATA KRUSHI SEVA KENDRA,swapnil.pawar@agrevolution.in,Nashik,Maharashtra,252766,77974,0.04,69.80%,252766,31%,A,1,100%,0%,1,39,95%,0,0.76,0.55,Strategic
131,1000041474,R D TRADERS,(blank),Purnea,Bihar,1342539,226324,0.13,31.70%,869017,17%,C,0.56,65%,0%,1,11,100%,0,0.94,0.55,Strategic
132,1000036550,M/S AMINUR RAHAMAN,dinesh.ram@agrevolution.in,Cooch Behar,West Bengal,893116,230942,0.13,30.70%,820774,26%,B,0.86,92%,0%,1,33,84%,0,0.74,0.55,Strategic
133,1000019077,M/s Shivkrupa Krushi Seva Kendra,vinod.pawar@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,255596,61154,0.04,76.60%,255596,24%,B,0.8,100%,-16%,0.84,7,100%,0,0.96,0.55,Strategic
134,1000008209,M/s New Khushhali Kisan Sewa Kendra,anupam.yadav@agrevolution.in,Bahraich,Uttar Pradesh,4487680,618856,0.35,7.10%,3830175,14%,C,0.46,85%,-7%,0.93,36,85%,0,0.73,0.54,Strategic
135,1000033144,M/S SHREE SHIVNERI AGRO AGNECIES,santosh.wagh@agrevolution.in,Jalna,Maharashtra,2413714,435101,0.25,12.70%,1983767,18%,C,0.6,82%,-17%,0.83,35,100%,0,0.81,0.54,Strategic
136,1000042600,Verma Krishi Sewa Kendra,anupam.kumar@agrevolution.in,Raipur,Chhattisgarh,726920,188734,0.11,39.10%,726920,26%,B,0.87,100%,0%,1,25,80%,0,0.76,0.54,Strategic
137,1000026494,M/S VITHU MAULI KRUSHI KENDRA,yogesh.pande@agrevolution.in,Akola,Maharashtra,160331,43255,0.02,83.30%,130975,27%,B,0.9,82%,-28%,0.72,10,99%,0,0.94,0.54,Strategic
138,1000035658,M/S KISAN KRISHI SEVA KENDRA,mewa.garhwal@agrevolution.in,Jaipur,Rajasthan,559382,112121,0.06,57.90%,544612,20%,B,0.67,97%,-2%,0.98,8,100%,0,0.96,0.54,Strategic
139,1000019925,M/s BHAGWATI KRISHI KENDRA,vijay.kumar1@agrevolution.in,Khagaria,Bihar,3765726,475290,0.27,10.80%,1744506,13%,C,0.42,46%,-14%,0.86,26,98%,Yes,0.88,0.54,Strategic
140,1000015941,M/s SUBRATA SARKAR,bishnu.deb@agrevolution.in,Cooch Behar,West Bengal,4510679,532101,0.3,9.00%,2748218,12%,C,0.39,61%,-21%,0.79,20,98%,0,0.88,0.54,Strategic
141,1000042316,SARA KHAD & BEEJ BHANDAR,ssarkar@agrevolution.in,Purnea,Bihar,"88,820",28625,0.02,89.80%,88820,32%,A,1,100%,0%,1,1,59%,0,0.79,0.54,Strategic
142,1000009158,M/s Arvind Traders,bunty.suwalka@agrevolution.in,Jaipur,Rajasthan,1270945,265314,0.15,26.00%,1084459,21%,B,0.7,85%,-5%,0.95,41,99%,Yes,0.83,0.54,Strategic
143,1000020101,M/s Kushwaha Khad Beej Bhandar,ranjan.shandilya@agrevolution.in,Bettiah,Bihar,2898121,378394,0.22,16.10%,1171398,13%,C,0.44,40%,-7%,0.93,19,100%,Yes,0.92,0.54,Strategic
144,1000023518,RAMJI and Sans,vivekk.yadav@agrevolution.in,Varanasi,Uttar Pradesh,336415,72908,0.04,72.10%,306844,22%,B,0.72,91%,-1%,0.99,11,100%,0,0.94,0.54,Strategic
145,1000010077,M/s Jamidara Trading Company,navneet.rai@agrevolution.in,Hisar,Haryana,"78,194",16169,0.01,95.00%,78194,21%,B,0.69,100%,0%,1,-,100%,0,1,0.54,Strategic
146,1000005201,M/s R.K Khad Beej Bhandar,bunty.suwalka@agrevolution.in,Jaipur,Rajasthan,1669439,430149,0.25,12.80%,1490018,26%,B,0.86,89%,-4%,0.96,40,61%,0,0.58,0.54,Strategic
147,1000005415,M/S Maha Laxmi And Rashi Entrpreises,haribhushan.kumar@agrevolution.in,Head Office,Bihar,260856,53742,0.03,79.40%,184924,21%,B,0.69,71%,0%,1,5,100%,0,0.97,0.54,Strategic
148,1000034353,M/s Krishok Bandhu Fertilizers,dinesh.ram@agrevolution.in,Cooch Behar,West Bengal,312394,74448,0.04,71.30%,308302,24%,B,0.79,99%,0%,1,19,98%,0,0.88,0.54,Strategic
149,1000003696,M/S Manoranjan Behera,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,944090,269465,0.15,25.20%,856000,29%,B,0.95,91%,-1%,0.99,46,78%,0,0.63,0.54,Strategic
150,1000037579,Raut Krushi Seva Kendra,rajkumar.kothule@agrevolution.in,Amravati,Maharashtra,"76,556",18824,0.01,93.90%,67200,25%,B,0.82,88%,0%,1,5,87%,0,0.91,0.54,Strategic
151,1000024265,ASLAM KHAD BEEJ BHANDAR,rajesh.patel@agrevolution.in,Saharsa,Bihar,4227731,642371,0.37,6.70%,1986403,15%,C,0.51,47%,-9%,0.91,29,67%,0,0.67,0.54,Strategic
152,1000004472,Lalita Seeds Firm And Sons,bipul.kumar@agrevolution.in,Lakhisarai,Bihar,5884412,717679,0.41,4.50%,3174324,12%,C,0.41,54%,-11%,0.89,32,73%,0,0.69,0.54,Strategic
153,1000017944,M/s.Ashtvinayak Krushi Seva Kendra,rahul.mali1@agrevolution.in,Solapur,Maharashtra,147260,32744,0.02,87.80%,100591,22%,B,0.74,68%,-3%,0.97,8,100%,0,0.96,0.54,Strategic
154,1000001672,M/S GANGA AGRI CLINIC AND AGRI BUSINESS CENTRE,santlal.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,8344617,644575,0.37,6.60%,4126239,8%,D,0.26,49%,-9%,0.91,23,92%,0,0.83,0.54,Strategic
155,1000041379,SHRI VINAYAK KRISHI KENDRA SELUWA,sarvoday.gautam@agrevolution.in,Chhindwara,Madhya Pradesh,"85,142",20588,0.01,93.20%,85142,24%,B,0.81,100%,0%,1,22,100%,Yes,0.91,0.54,Strategic
156,1000009485,M/S Ajay Krishi Kendra,satyam.kumar@agrevolution.in,Samastipur,Bihar,1127326,200793,0.12,36.60%,735849,18%,C,0.59,65%,-7%,0.93,10,98%,0,0.94,0.54,Strategic
157,1000004689,M/s Shankar Traders,anup.kumar@agrevolution.in,Hardoi,Uttar Pradesh,1325085,235595,0.13,30.00%,1214325,18%,C,0.59,92%,0%,1,20,99%,0,0.88,0.54,Strategic
158,1000006455,M/S Kishan Sewa Kendra,anurag.gautam@agrevolution.in,Muzaffarpur,Bihar,387097,88502,0.05,66.10%,285293,23%,B,0.76,74%,0%,1,22,100%,0,0.88,0.54,Strategic
159,1000002580,Shri Ganga Krishi Kendra,satish.kumar1@agrevolution.in,Sasaram,Bihar,1072391,298853,0.17,22.60%,924715,28%,B,0.93,86%,-7%,0.93,43,73%,0,0.63,0.54,Strategic
160,1000004694,Pappu Krishak Store,shubham@agrevolution.in,Bihar Sharif,Bihar,1218989,212887,0.12,34.20%,983832,17%,C,0.58,81%,-3%,0.97,16,100%,0,0.91,0.54,Strategic
161,1000020695,M/S ANIKET KHAD BEEJ BHANDAR KENDRA,rohit.singh1@agrevolution.in,Ballia,Uttar Pradesh,3938147,559667,0.32,8.30%,3642273,14%,C,0.47,92%,-3%,0.97,41,89%,0,0.72,0.53,Strategic
162,1000038181,SHIV SHAKTI FERTILIZER,shubham.kumar1@agrevolution.in,Purnea,Bihar,2477693,412150,0.24,14.00%,1215926,17%,C,0.55,49%,0%,1,24,79%,0,0.76,0.53,Strategic
163,1000027206,DIGITAL KISAN,bipul.kumar4@agrevolution.in,Begusarai,Bihar,3875884,504794,0.29,9.80%,2225406,13%,C,0.43,57%,-1%,0.99,18,75%,0,0.78,0.53,Strategic
164,1000037810,M/S SAWALIYA KRISHI KENDRA,brajb@agrevolution.in,Raipur,Chhattisgarh,1956978,383271,0.22,15.60%,1912684,20%,C,0.65,98%,-1%,0.99,35,83%,0,0.72,0.53,Strategic
165,1000039422,SINHA TRADERS,(blank),Raipur,Chhattisgarh,378538,78363,0.04,69.70%,345857,21%,B,0.69,91%,0%,1,13,100%,0,0.93,0.53,Strategic
166,1000034488,Amrit Agrovet,ssarkar@agrevolution.in,Purnea,Bihar,167548,42275,0.02,83.70%,167548,25%,B,0.84,100%,0%,1,18,91%,0,0.85,0.53,Strategic
167,1000040974,AASHIRVAD KRISHAK STORE,shubham@agrevolution.in,Bihar Sharif,Bihar,161483,41405,0.02,84.00%,161483,26%,B,0.85,100%,0%,1,17,88%,0,0.84,0.53,Strategic
168,1000000358,M/S Nikky Traders,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,"70,540",20376,0.01,93.30%,63600,29%,B,0.96,90%,-4%,0.96,10,71%,0,0.8,0.53,Strategic
169,1000038207,SHREE HARESHWAR KRUSHI BHANDAR,rushikesh.gaikwad@agrevolution.in,Ahmednagar,Maharashtra,108106,25819,0.01,91.00%,74496,24%,B,0.8,69%,0%,1,19,100%,0,0.89,0.53,Strategic
170,1000003289,Mohabbat SK,nasim.aktar@agrevolution.in,Murshidabad,West Bengal,351802,90389,0.05,65.40%,351802,26%,B,0.86,100%,0%,1,30,94%,0,0.8,0.53,Strategic
171,1000002420,Deepak Khad Beej Bhandar,kundan.kr@agrevolution.in,Vaishali,Bihar,5027195,473412,0.27,10.90%,1759612,9%,D,0.31,35%,-1%,0.99,18,95%,0,0.88,0.53,Strategic
172,1000007390,M/s Shiv Krishi Kendra,jitendra.kumar5@agrevolution.in,Raipur,Chhattisgarh,1262263,211689,0.12,34.40%,1221791,17%,C,0.56,97%,-2%,0.98,15,100%,0,0.92,0.53,Strategic
173,1000037751,GOURAV TRADING COMPANY,rajesh.yadav2@agrevolution.in,Gwalior,Madhya Pradesh,254274,89398,0.05,65.70%,254274,35%,A,1,100%,-10%,0.9,11,60%,0,0.74,0.53,Strategic
174,1000025088,KISAN KRUSHI SEVA KENDRA,rushikesh.gaikwad@agrevolution.in,Ahmednagar,Maharashtra,"74,361",16928,0.01,94.70%,52400,23%,B,0.76,70%,-8%,0.92,9,100%,0,0.95,0.53,Strategic
175,1000018909,M/s Bihari Entreprises,bapan.biswas@agrevolution.in,Cooch Behar,West Bengal,7317153,526353,0.3,9.10%,1630379,7%,D,0.24,22%,-2%,0.98,13,91%,0,0.88,0.53,Strategic
176,1000008037,M/s.Giriraj Agro Agency,mehul.pansuriya@agrevolution.in,Ahmedabad,Gujarat,192785,49607,0.03,80.90%,181666,26%,B,0.86,94%,0%,1,41,100%,Yes,0.83,0.53,Strategic
177,1000007548,M/S Laxmi Beej Bhandar,mahendra.saini@agrevolution.in,Jaipur,Rajasthan,1971109,317576,0.18,20.70%,1525637,16%,C,0.54,77%,-6%,0.94,24,98%,0,0.86,0.53,Strategic
178,1000031651,Upkar Pashu Aahar Kendra,abhishek.kirar@agrevolution.in,Jabalpur,Madhya Pradesh,1097769,159891,0.09,45.40%,1097769,15%,C,0.49,100%,0%,1,2,100%,0,0.99,0.53,Strategic
179,1000041168,SHIBASHAKTI FERTILIZER,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,160296,39474,0.02,84.90%,139713,25%,B,0.82,87%,0%,1,18,91%,0,0.86,0.53,Strategic
180,1000008564,M/s Gurunanak Building Materials,shashank.srivastava1@agrevolution.in,Shahjahanpur,Uttar Pradesh,1253886,278211,0.16,24.30%,1243953,22%,B,0.74,99%,0%,1,36,86%,0,0.73,0.53,Strategic
181,1000007257,M/s Shree Ganesh Khad Beej Bhandar,jairam.saini1@agrevolution.in,Jaipur,Rajasthan,178642,37678,0.02,85.60%,163422,21%,B,0.7,91%,-3%,0.97,10,100%,0,0.94,0.53,Strategic
182,1000043159,GAGAN SEED STORE,(blank),Bulandshahr,Uttar Pradesh,"74,632",20746,0.01,93.10%,74632,28%,B,0.93,100%,0%,1,10,71%,0,0.8,0.53,Strategic
183,1000006519,Awadhesh Trading,vaibhav.singh1@agrevolution.in,Samastipur,Bihar,"60,000",16700,0.01,94.80%,60000,28%,B,0.93,100%,0%,1,22,84%,0,0.8,0.53,Strategic
184,1000042405,SHREE AGRO STORE,rajat.singh@agrevolution.in,Ahmedabad,Gujarat,1844474,252562,0.14,27.20%,1844474,14%,C,0.46,100%,0%,1,12,100%,0,0.93,0.53,Strategic
185,1000004993,M/s Kamlapati Agri junction,abhishek.kumar6@agrevolution.in,Shahjahanpur,Uttar Pradesh,179502,43248,0.02,83.30%,177277,24%,B,0.8,99%,0%,1,22,97%,0,0.86,0.53,Strategic
186,1000029738,M/S VERMA TRADING COMPANY,praveen.bhardwaj@agrevolution.in,Aligarh,Uttar Pradesh,3927890,323010,0.19,20.00%,3927890,8%,D,0.27,100%,0%,1,-,100%,0,1,0.53,Strategic
187,1000009900,M/s Sarba Mangala Traders,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,569302,201586,0.12,36.40%,568723,35%,A,1,100%,-3%,0.97,53,83%,0,0.62,0.53,Strategic
188,1000044083,M/S RAKESH KRISHI KENDRA,(blank),Begusarai,Bihar,125639,26541,0.02,90.70%,97134,21%,B,0.7,77%,0%,1,11,100%,0,0.94,0.53,Strategic
189,1000006289,JAI MATA DI BEEJ BHANDAR,aditya.kumar3@agrevolution.in,Saran,Bihar,3487077,387136,0.22,15.10%,1473521,11%,C,0.37,42%,-2%,0.98,25,99%,Yes,0.89,0.53,Strategic
190,1000009106,Krishi Seva Sadan,(blank),Head Office,Bihar,584619,108416,0.06,59.10%,464277,19%,C,0.62,79%,0%,1,12,100%,0,0.93,0.53,Strategic
191,1000026498,VEER KRISHI SEWA KENDRA,shubham.solanki@agrevolution.in,Bhopal,Madhya Pradesh,2094704,436471,0.25,12.60%,1817097,21%,B,0.69,87%,-4%,0.96,67,85%,Yes,0.64,0.53,Strategic
192,1000041545,SHREE GANESH BEEJ BHANDAR,ravi.roy@agrevolution.in,Bihar Sharif,Bihar,109733,27922,0.02,90.10%,106980,25%,B,0.85,97%,0%,1,25,96%,0,0.84,0.53,Strategic
193,1000041848,Vaishnavi Trading Company,praveen.bhardwaj@agrevolution.in,Aligarh,Uttar Pradesh,"96,667",26595,0.02,90.70%,93043,28%,B,0.92,96%,-13%,0.87,24,95%,0,0.84,0.53,Strategic
194,1000006475,M/s Rajkumar Khad Beej Bhandar,bunty.suwalka@agrevolution.in,Jaipur,Rajasthan,832311,169159,0.1,43.60%,801854,20%,B,0.68,96%,-13%,0.87,21,100%,0,0.88,0.53,Strategic
195,1000041504,DEHAT KISHAN ENTERPRISES,ranjesh.ray@agrevolution.in,Vaishali,Bihar,"88,025",20858,0.01,93.10%,88025,24%,B,0.79,100%,0%,1,10,87%,0,0.88,0.53,Strategic
196,1000009090,M/s Shree Bhagwati Khad Beej Bhandar,mewa.garhwal@agrevolution.in,Jaipur,Rajasthan,612656,117509,0.07,56.30%,576953,19%,C,0.64,94%,-15%,0.85,8,100%,0,0.96,0.53,Strategic
197,1000039931,Shivani Beej Bhandar,vikas.kumar1@agrevolution.in,Jaipur,Rajasthan,1873481,295426,0.17,22.90%,1061857,16%,C,0.53,57%,-2%,0.98,20,93%,0,0.85,0.53,Strategic
198,1000004158,Krishi Kendra,aditya.kumar3@agrevolution.in,Saran,Bihar,3091718,414595,0.24,13.80%,1191299,13%,C,0.45,39%,-17%,0.83,19,94%,0,0.86,0.53,Strategic
199,1000002898,M/s Shivam Kisan Krishi Seva Kendra,prahlad.choudhary@agrevolution.in,Jaipur,Rajasthan,2879740,701076,0.4,5.30%,2874486,24%,B,0.81,100%,-20%,0.8,68,58%,0,0.41,0.53,Strategic
200,1000023687,M/S. MAHABIR VANIJAYA PRATISTHAN,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,387606,75783,0.04,70.70%,272382,20%,C,0.65,70%,0%,1,10,97%,0,0.93,0.53,Strategic
201,1000035142,CHOUDHARY FERTILIZER CENTRE,satyam.kumar@agrevolution.in,Samastipur,Bihar,366248,75417,0.04,70.90%,248216,21%,B,0.69,68%,-1%,0.99,11,94%,0,0.91,0.53,Strategic
202,1000032402,Ashutosh Pashu Aahar,kuldeep.kasaudhan@agrevolution.in,Ballia,Uttar Pradesh,4594522,351810,0.2,17.40%,4594522,8%,D,0.26,100%,0%,1,3,99%,0,0.98,0.53,Strategic
203,1000022983,SHRI SAKHARAM MAHARAJ KRUSHI SEVA KENDRA LONI BK,gaurav.joshi@agrevolution.in,Washim,Maharashtra,395689,98777,0.06,62.40%,250971,25%,B,0.83,63%,-2%,0.98,27,89%,0,0.8,0.53,Strategic
204,1000035016,GURU KRIPA TRADERS,piyush.tiwari@agrevolution.in,Jabalpur,Madhya Pradesh,"95,044",18483,0.01,94.00%,95044,19%,C,0.65,100%,0%,1,5,100%,0,0.97,0.53,Strategic
205,1000002529,M/S ABHISHEK KUMAR GUPTA,sushil.ojha@agrevolution.in,Ballia,Uttar Pradesh,2692102,360189,0.21,16.90%,1750672,13%,C,0.45,65%,-8%,0.92,23,100%,0,0.87,0.53,Strategic
206,1000035422,SRI RAM TRADERS,amit.pathak@agrevolution.in,Lakhisarai,Bihar,1186993,292511,0.17,23.30%,1095049,25%,B,0.82,92%,-8%,0.92,38,77%,0,0.67,0.53,Strategic
207,1000035588,SHREE BALAJI KISAN SEVA KENDRA,jairam.saini1@agrevolution.in,Jaipur,Rajasthan,2483569,274598,0.16,24.70%,2478039,11%,C,0.37,100%,-6%,0.94,3,100%,0,0.98,0.53,Strategic
208,1000004460,GUPTA KRASHI SEWA KENDRA,alok.sharma1@agrevolution.in,Aligarh,Uttar Pradesh,1228926,206898,0.12,35.40%,999406,17%,C,0.56,81%,-3%,0.97,17,98%,0,0.89,0.53,Strategic
209,1000042373,Misti pashu ahar,(blank),Aligarh,Uttar Pradesh,2311580,243784,0.14,28.80%,2311580,11%,C,0.35,100%,0%,1,1,100%,0,0.99,0.52,Strategic
210,1000030768,Rajput kirshi seva kendra,vipin.kumar2@agrevolution.in,Farrukhabad,Uttar Pradesh,612893,171564,0.1,42.90%,531413,28%,B,0.93,87%,-11%,0.89,37,81%,0,0.7,0.52,Strategic
211,1000036359,Damahe Krishi Kendra,sarvoday.gautam@agrevolution.in,Chhindwara,Madhya Pradesh,838667,142377,0.08,49.60%,717105,17%,C,0.57,86%,0%,1,13,100%,0,0.93,0.52,Strategic
212,1000035712,M/S MAA DURGA KRISHI KENDRA,mukesh.kumar5@agrevolution.in,Samastipur,Bihar,1281181,184808,0.11,40.10%,1246918,14%,C,0.48,97%,0%,1,7,98%,0,0.95,0.52,Strategic
213,1000037961,SHRI GANESH TRADERS,kuldeep.rajak@agrevolution.in,Gwalior,Madhya Pradesh,128909,30833,0.02,88.80%,118571,24%,B,0.8,92%,0%,1,34,100%,Yes,0.86,0.52,Strategic
214,1000033594,AGRI BUSINESS CENTER,vishal.pratap@agrevolution.in,Ahmedabad,Gujarat,1464326,674214,0.39,5.80%,1453902,46%,A,1,99%,-16%,0.84,85,51%,0,0.28,0.52,Strategic
215,1000043735,KISAN KHAD BEEJ BHANDAR,gauri.shankar@agrevolution.in,Saharsa,Bihar,132069,30360,0.02,89.00%,132069,23%,B,0.77,100%,0%,1,22,100%,0,0.88,0.52,Strategic
216,1000032643,M/S. SUNIDHI BEEJ BHANDAR,shubham@agrevolution.in,Bihar Sharif,Bihar,446066,91298,0.05,65.20%,316551,20%,B,0.68,71%,-1%,0.99,27,100%,Yes,0.89,0.52,Strategic
217,1000033599,Laxmi Beej Bhandar,brajb@agrevolution.in,Raipur,Chhattisgarh,529868,94097,0.05,64.30%,511037,18%,C,0.59,96%,0%,1,9,98%,0,0.94,0.52,Strategic
218,1000022612,Bharat Agro,arvind.godara@agrevolution.in,Sri Ganganagar,Rajasthan,448247,87618,0.05,66.40%,333663,20%,C,0.65,74%,-6%,0.94,13,100%,0,0.93,0.52,Strategic
219,1000036470,DHANAI AGROTECH,(blank),Nashik,Maharashtra,729739,137546,0.08,50.60%,723418,19%,C,0.63,99%,0%,1,19,98%,0,0.88,0.52,Strategic
220,1000038589,KISAN KRISHI KENDRA,vaibhav.singh1@agrevolution.in,Samastipur,Bihar,1088016,157552,0.09,46.10%,945793,14%,C,0.48,87%,0%,1,6,99%,0,0.96,0.52,Strategic
221,1000035796,MAA GAYATRI KHAD BEEJ BHANDAR,narendra.kumar4@agrevolution.in,Nawada,Bihar,199033,53588,0.03,79.40%,194917,27%,B,0.9,98%,0%,1,12,67%,0,0.77,0.52,Strategic
222,1000020497,Vinayak Sales Babai,ayush.pchauri@agrevolution.in,Bhopal,Madhya Pradesh,2117001,235710,0.14,30.00%,2109505,11%,C,0.37,100%,0%,1,4,100%,0,0.98,0.52,Strategic
223,1000021125,SHREE SADGURU KRUSHI SEVA KENDRA,rahul.mali1@agrevolution.in,Solapur,Maharashtra,1186783,214695,0.12,33.90%,913034,18%,C,0.6,77%,0%,1,29,100%,0,0.84,0.52,Strategic
224,1000005567,KISAN BEEJ BHANDAR,nitish.kumar2@agrevolution.in,Nawada,Bihar,2138043,350663,0.2,17.60%,1560389,16%,C,0.55,73%,-4%,0.96,28,80%,Yes,0.79,0.52,Strategic
225,1000004751,M/s CHINILAL KHAD BEEJ BHANDAR,gauri.shankar@agrevolution.in,Saharsa,Bihar,1033902,222432,0.13,32.40%,893422,22%,B,0.72,86%,-6%,0.94,33,83%,Yes,0.78,0.52,Strategic
226,1000038846,DUTTA FERTILIZER,bapan.biswas@agrevolution.in,Cooch Behar,West Bengal,1361378,225311,0.13,32.10%,990035,17%,C,0.55,73%,-9%,0.91,19,100%,0,0.89,0.52,Strategic
227,1000002115,M/s JN Fertilizers Traders,amit.tripathi@agrevolution.in,Kushinagar,Uttar Pradesh,370866,82108,0.05,68.40%,337714,22%,B,0.74,91%,0%,1,18,90%,0,0.85,0.52,Strategic
228,1000005525,M/S Bindeshwar Beej Bhandar,mohmmad.arman2@agrevolution.in,Ranchi,Jharkhand,2606221,451280,0.26,11.90%,1078149,17%,C,0.58,41%,-13%,0.87,34,81%,0,0.72,0.52,Strategic
229,1000020783,M/S AGRI.SALES CORPORATION[,anil2@agrevolution.in,Hisar,Haryana,224436,74603,0.04,71.20%,224436,33%,A,1,100%,0%,1,20,58%,0,0.68,0.52,Strategic
230,1000022239,SHIVKRUPA KRUSHI SEVA KENDRA,mahesh.khandagale@agrevolution.in,Solapur,Maharashtra,279173,51124,0.03,80.30%,279173,18%,C,0.61,100%,0%,1,8,100%,0,0.96,0.52,Strategic
231,1000041236,KANHA KISAN JUNCTION,vikash.kr@agrevolution.in,Buxar,Bihar,616597,124085,0.07,54.40%,616597,20%,B,0.67,100%,0%,1,20,94%,0,0.86,0.52,Strategic
232,1000002238,M/S Shantanu Khad Bhandar,narendra.kumar4@agrevolution.in,Nawada,Bihar,"95,980",31176,0.02,88.60%,95980,32%,A,1,100%,0%,1,28,73%,0,0.71,0.52,Strategic
233,1000041437,Poonia Pashu Aahar,sukhbir.singh@agrevolution.in,Hisar,Haryana,131167,23239,0.01,92.10%,131167,18%,C,0.59,100%,0%,1,2,100%,0,0.99,0.52,Strategic
234,1000043297,NEW PARAS KRISHI KENDRA,piyush.tiwari@agrevolution.in,Jabalpur,Madhya Pradesh,1954482,225023,0.13,32.10%,1741825,12%,C,0.38,89%,0%,1,5,100%,0,0.97,0.52,Strategic
235,1000023448,JAMIDARA AGRO AGENCY,govind.singh@agrevolution.in,Jodhpur,Rajasthan,459091,94565,0.05,64.10%,459091,21%,B,0.69,100%,0%,1,32,100%,Yes,0.87,0.52,Strategic
236,1000031164,M/s N.H khad beej bhandar,sanjay.sarang@agrevolution.in,Saran,Bihar,376660,70874,0.04,72.70%,300765,19%,C,0.63,80%,0%,1,10,96%,0,0.92,0.52,Strategic
237,1000035423,THE KISAN BEEJ BHANDAR,amit.kumar15@agrevolution.in,Siwan,Bihar,2714021,293462,0.17,23.20%,1305087,11%,C,0.36,48%,-2%,0.98,15,100%,Yes,0.94,0.52,Strategic
238,1000009739,M/s Punam Krishi Kendra,jitendra.kumar5@agrevolution.in,Raipur,Chhattisgarh,1948405,340297,0.19,18.20%,1873489,17%,C,0.58,96%,-7%,0.93,45,91%,Yes,0.77,0.52,Strategic
239,1000021581,JASNAATH KRISHI AVAM KHAD BEEJ,govind.singh@agrevolution.in,Jodhpur,Rajasthan,404927,105416,0.06,60.20%,404927,26%,B,0.87,100%,0%,1,64,100%,Yes,0.73,0.52,Strategic
240,1000035557,MAATAIJASIAGRICULTURE FARMER PRODUCER COMPANY LIMITED,bipul.kumar@agrevolution.in,Lakhisarai,Bihar,1356850,214770,0.12,33.90%,1317170,16%,C,0.53,97%,-4%,0.96,20,100%,0,0.89,0.52,Strategic
241,1000003805,M/s Delhi Khad Bhandar,akhilesh.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,197245,36284,0.02,86.20%,197245,18%,C,0.61,100%,0%,1,8,100%,0,0.96,0.52,Strategic
242,1000043464,PRSHANT KHAD BEEJ BHANDAR,dharam.singh2@agrevolution.in,Kasganj,Uttar Pradesh,124786,26411,0.02,90.80%,91656,21%,B,0.71,73%,0%,1,18,100%,0,0.9,0.52,Strategic
243,1000009379,M/s Dewangan Krishi Sewa Kendra,shubham.sannad@agrevolution.in,Bilaspur,Chhattisgarh,1465256,251004,0.14,27.50%,1321154,17%,C,0.57,90%,-7%,0.93,27,98%,0,0.84,0.52,Strategic
244,1000007984,Gopal Krishi Kendra,rkumar@agrevolution.in,Head Office,Bihar,2221959,265984,0.15,25.80%,1487686,12%,C,0.4,67%,-3%,0.97,13,100%,0,0.93,0.52,Strategic
245,1000029712,R.P.A.KRISHI FARM,sahjad.a@agrevolution.in,Ambikapur,Chhattisgarh,1428057,246611,0.14,28.40%,1175580,17%,C,0.58,82%,-13%,0.87,34,100%,Yes,0.86,0.52,Strategic
246,1000023442,M/S AMIT KISAN KENDRA,vijay.kumar1@agrevolution.in,Khagaria,Bihar,1211525,297312,0.17,22.70%,864589,25%,B,0.82,71%,0%,1,53,67%,Yes,0.61,0.52,Strategic
247,1000039250,CHOUDHARY PASHU AAHAR,vikas.kumar1@agrevolution.in,Jaipur,Rajasthan,2207075,221372,0.13,32.80%,2207075,10%,C,0.33,100%,0%,1,1,100%,0,0.99,0.52,Strategic
248,1000039133,GIRIRAJ GANGA TRADERS,jitendra.sharma@agrevolution.in,Gwalior,Madhya Pradesh,1154662,179728,0.1,40.90%,1143476,16%,C,0.52,99%,-2%,0.98,16,100%,0,0.91,0.52,Strategic
249,1000020892,SHIVKRUPA KRUSHI SHEVA KENDRA,ankush.gawai@agrevolution.in,Akola,Maharashtra,1319682,189840,0.11,38.80%,759432,14%,C,0.48,58%,-4%,0.96,16,100%,Yes,0.93,0.52,Strategic
